User ID,Timestamp,Page Visited
75ab36e4-6d00-46aa-a510-ad862747e9c7,2023-06-11 04:18:00,Category Page
905bfb2f-737a-43df-b24c-ffa1df7add4b,2023-11-12 01:11:00,Checkout Page
e7da5a65-3ce1-46a4-b7b9-3d9bf5ff061c,2023-07-09 19:39:00,Category Page
638bc7d3-25b5-4279-8444-5e64efc82fe1,2023-04-05 20:12:00,Checkout Page
904885cc-eed3-4788-a2e9-6e10cab159c7,2023-01-23 16:12:00,Confirmation Page
c87b7392-e471-427a-b5f6-a3be824d2a7d,2023-10-21 02:26:00,Homepage
ed5b37f6-b680-4109-aefb-35f2e5ce3abb,2023-12-01 09:40:00,Confirmation Page
4575f368-cf68-4245-a51d-816c427c7cf0,2023-07-19 18:36:00,Homepage
15d843f7-b62f-46f1-8447-fb5957fb69e0,2023-11-30 12:04:00,Category Page
59967bf9-846d-43da-b7ba-5089a6fa245a,2023-01-06 02:41:00,Homepage
9ba8709b-6dc6-4f43-aa1c-8b0a238efd7c,2023-02-03 23:01:00,Checkout Page
18556c92-b32d-474e-93bc-a0e7d6179a91,2023-09-20 00:52:00,Checkout Page
1c3d9a94-9bac-4ae6-add0-dc5371c7538d,2023-11-02 20:49:00,Category Page
c3d3a34c-ca8b-4815-af35-a6d290bbece1,2023-05-26 04:58:00,Product Page
e79355be-0f4f-4b87-86b9-34affabb4701,2023-09-16 14:17:00,Checkout Page
79965dea-de81-4d64-b157-5b5992d7b71c,2023-10-28 07:36:00,Confirmation Page
60dab2dd-3a00-47fb-9ff1-d090aa450af4,2023-10-13 19:51:00,Product Page
6514acc8-349d-4742-8300-790d38876912,2023-09-01 06:24:00,Product Page
743fe4d8-38df-4100-a4ec-2cdd8f791fa7,2023-08-16 15:39:00,Homepage
fabb51d5-1a8d-4e7d-8860-70e4baa71d81,2023-01-01 09:59:00,Confirmation Page
7f22e414-5f11-4468-b6f9-3d22ad762040,2023-08-11 18:50:00,Homepage
ee5dd5ab-64da-4fbc-aa49-1179cd706b9d,2023-06-29 16:56:00,Homepage
e0198990-a2c0-4a59-a2fc-86b28d704519,2023-10-29 11:43:00,Product Page
c005c0b3-d708-4b90-80d7-ed66868e4f99,2023-11-12 21:13:00,Checkout Page
cead246a-e423-4cd2-b8cd-2a5d9dc1f4d9,2023-05-02 06:58:00,Category Page
a2ab35c3-5c9f-43d6-a66e-704ddb5f7882,2023-03-30 19:19:00,Checkout Page
0f64e715-9e96-48a8-ad29-f3bedd2cb093,2023-09-23 21:16:00,Confirmation Page
d0da4b8f-feb7-4e00-a897-8beb9697420d,2023-04-29 09:40:00,Confirmation Page
e65e0308-2695-4cdb-ad64-721f1b6edc8c,2023-09-14 04:31:00,Category Page
bcb60643-6700-4a83-bba1-386c9ccd5fbc,2023-11-13 22:17:00,Product Page
1795c907-5f4d-472d-91ad-3d88b7340c38,2023-01-23 22:21:00,Product Page
7defbe43-0449-41fd-9a47-88aadd1d0036,2023-03-11 13:34:00,Checkout Page
212244c3-1274-409f-bf9a-a0e028d2121b,2023-11-30 21:02:00,Category Page
9ae58a42-62f7-43e4-bbd7-1fbff2a94483,2023-07-26 14:59:00,Product Page
af1de621-fb9b-4e39-9e76-c52c65c932ff,2023-03-22 17:16:00,Checkout Page
1a4a2676-94fe-4645-8888-d199a3811b2e,2023-03-28 21:03:00,Checkout Page
26506f5d-d31c-4a42-a4be-94eefb6a00da,2023-10-20 11:44:00,Product Page
bf0a0c98-54c4-464f-8a44-a825a3ca3b0d,2023-12-19 06:29:00,Confirmation Page
c180d23c-bec0-4d8b-8a37-5ec9ced644aa,2023-02-21 21:08:00,Homepage
d2343037-6d8b-464d-803f-049415b58adb,2023-10-20 10:17:00,Checkout Page
8447c80b-a5c4-49f5-b502-c108e8ab784d,2023-07-17 16:43:00,Checkout Page
86b794a6-d02f-4d13-8b3d-a7ba02126c2f,2023-06-13 02:25:00,Homepage
88ca5ea7-ccfc-4eb7-bc55-90209a363c6f,2023-02-03 05:03:00,Product Page
98910e06-fecf-4542-8c8e-0a710cb936da,2023-01-30 06:56:00,Homepage
f5d5734d-3a6c-4387-bbef-d942f9e8660b,2023-12-28 14:54:00,Category Page
000725bb-d130-4b78-8b5a-6ef30c4d6aca,2023-04-27 12:40:00,Product Page
97610514-c87c-4468-8c90-a25d9d225540,2023-11-15 14:37:00,Product Page
4ba4e792-55a4-4488-887e-e0d89d12826c,2023-07-04 22:27:00,Checkout Page
ea431a58-1f87-4a4f-8ef0-6e9ac75c21f4,2023-12-30 08:24:00,Homepage
268b3176-8808-4a0d-b799-25248064063c,2023-12-06 15:13:00,Checkout Page
ec74638b-d248-4b15-89a5-8c6e90b044da,2023-06-28 03:27:00,Confirmation Page
30ab5457-cb6e-46fa-9e4f-9b47f66f30fa,2023-02-09 16:57:00,Category Page
c58a395c-5fde-4119-8d86-de5025fec014,2023-04-20 18:04:00,Homepage
ace88da6-8411-490f-8d71-672dc06ad41a,2023-07-20 17:02:00,Category Page
66da02a0-714b-473e-bc90-c93826a14b66,2023-04-16 23:35:00,Checkout Page
42931ec9-ce17-4720-a81f-ed401f8a5bd6,2023-09-15 06:01:00,Product Page
d48322c7-4c5f-410c-bb4d-ee517df9d9d7,2023-02-15 10:36:00,Confirmation Page
2c018838-358c-4422-bc5a-68cdcd13c3f1,2023-07-19 07:36:00,Homepage
fd5f2d9d-ebe0-425b-8b7d-74b39f4b953d,2023-05-02 03:37:00,Checkout Page
7cc96c03-72f3-460a-9379-4242174da23f,2023-10-24 12:55:00,Product Page
cd2a6ef1-d25b-4df6-806f-4c74d80e0525,2023-12-02 18:44:00,Homepage
be7935c8-5580-41f1-b722-38ae3e8b8266,2023-07-16 17:04:00,Checkout Page
ebc14fbf-b097-4b8a-9f85-f7924f7ee17c,2023-03-15 23:36:00,Checkout Page
3a5948d7-92e8-465b-989f-f360139fd3d3,2023-12-17 22:08:00,Product Page
4323f303-514f-4de3-a193-939b8d30326a,2023-10-19 01:30:00,Category Page
7ff27622-1e28-4cdc-8c97-c6fde7471a5e,2023-08-08 14:42:00,Product Page
d28e4602-251b-45bc-933c-16a85e27584d,2023-07-19 05:46:00,Product Page
c7e8cb00-cd0c-453c-a0a9-0e11a59a06f5,2023-08-02 22:40:00,Confirmation Page
c7c7ccb1-73cd-462f-a3c0-311fced64aac,2023-04-15 17:35:00,Confirmation Page
42aed2f9-03e8-4cd2-97e9-2180987de802,2023-06-12 00:22:00,Product Page
245773a7-2230-45dc-9aac-c082c2a1bd2f,2023-02-03 08:41:00,Category Page
810bc905-0590-4ba2-8b08-26d7b97e3726,2023-08-06 02:26:00,Confirmation Page
a8a84e19-d64b-4631-a1ab-b8330870d91a,2023-10-18 12:27:00,Homepage
49454238-9e4e-473a-b33b-6c4121d647c8,2023-05-21 03:19:00,Checkout Page
ea69fa2b-6421-4f8b-8810-69164131fef2,2023-04-26 10:23:00,Product Page
a790017d-6509-4747-b7b9-1c233450657d,2023-07-29 14:06:00,Product Page
057184ee-ec6f-4cc2-8c85-5c9fff58a3cf,2023-03-30 03:33:00,Product Page
da6c1a84-3b5c-4fdb-ae70-abf483321c2c,2023-04-16 16:56:00,Confirmation Page
ef797d61-9410-44df-b020-43fa6bf10820,2023-03-08 22:40:00,Product Page
382f02c7-0ab1-42ff-86c5-293afa7066e1,2023-03-10 22:55:00,Category Page
66edb9e0-6ab3-4f92-8a9c-697e909b146e,2023-10-27 02:05:00,Checkout Page
cfa4b4ec-e554-466f-b360-fbab05266c6d,2023-03-09 23:40:00,Product Page
8488531a-6741-478d-94d3-d6549b5664b0,2023-01-13 00:07:00,Homepage
dde53127-39fc-4a2f-947f-949b196cba1d,2023-08-12 02:29:00,Homepage
d2870e28-cb8f-4f7f-a265-b316ddfb545a,2023-12-24 06:43:00,Product Page
bb17d306-1139-4e5f-8aac-60c4d1cea574,2023-08-28 01:58:00,Confirmation Page
16d95cf5-bc0a-4930-85eb-a311f8aa4309,2023-04-05 16:24:00,Homepage
ed600158-bb0e-4fad-9723-e46a7522479b,2023-06-23 11:59:00,Product Page
f6b29cdb-93d3-419b-baa5-573db9f61fe2,2023-01-26 03:40:00,Homepage
ee0a577f-05cf-43ee-a21e-608c3212a320,2023-02-02 16:53:00,Homepage
8909f811-f2bb-41af-b9a2-0172ba5f61ff,2023-09-05 02:46:00,Category Page
bd16b1c2-6310-4b01-a544-eee99a4872c3,2023-10-03 20:02:00,Checkout Page
626245b6-99dc-44b8-90c3-a00a20ee2666,2023-02-17 09:55:00,Checkout Page
da4dfc12-8577-4c4e-b142-5d9508fd88a9,2023-11-16 05:20:00,Category Page
5a7854eb-4829-4b17-b762-7691d9f465fd,2023-02-24 10:47:00,Homepage
93a3a919-1fa2-41f3-b715-a0a41ceec0ce,2023-12-03 04:37:00,Category Page
6396ca6f-567d-47a5-a3a4-e4a5fd94cf34,2023-01-15 01:39:00,Confirmation Page
2ed9e0f7-8f02-4f02-91e5-72c78ee4ee86,2023-11-03 17:31:00,Homepage
41497750-f036-4102-a46f-f01a8c846e26,2023-01-30 05:13:00,Confirmation Page
5eb647ad-f1fd-434d-8898-f557cada09b3,2023-11-24 00:21:00,Product Page
8a3892ee-da04-4593-ad87-fbe942cd5318,2023-09-12 14:46:00,Homepage
88b54b89-537b-430a-9584-30198bfeacb3,2023-12-03 02:01:00,Confirmation Page
2bb2b046-3af6-41f9-8be8-02365aa87836,2023-10-29 23:03:00,Category Page
5e3dfbca-2116-4b53-b83e-c84ebd7cabe9,2023-07-16 19:50:00,Checkout Page
0e66b79e-8883-4d89-a6ad-e75b5911b81d,2023-09-06 20:30:00,Homepage
884ff2e1-7d27-4456-b6bc-c81c46573963,2023-05-23 11:11:00,Confirmation Page
aa59f58e-aee3-4571-831d-1d23ba39ea40,2023-11-02 01:22:00,Confirmation Page
db7ecfd8-b143-44ff-9590-9cced6265f96,2023-09-14 18:51:00,Checkout Page
91d9cadb-00c9-4145-96bb-74dc536a83b8,2023-07-10 23:47:00,Homepage
88b181b0-f0e9-4dda-962e-283f33da4779,2023-04-11 08:31:00,Homepage
9698d3a4-ac47-4a4f-829e-5ad77f1d4c7b,2023-07-09 23:28:00,Checkout Page
7ae03f37-9565-4d87-85ac-dc60ecd4c952,2023-10-23 12:07:00,Confirmation Page
46bdf160-2126-4b73-8ff5-0020e53a9cb1,2023-03-27 17:50:00,Confirmation Page
2cc8c031-2f67-47e9-b9de-213c91554dd0,2023-11-06 06:55:00,Confirmation Page
d8d6df60-c07d-437b-b733-e63aa365f946,2023-03-20 08:27:00,Confirmation Page
4bba336c-e75c-4b63-8b68-0e995753e698,2023-11-22 20:58:00,Confirmation Page
a214ffcc-bbf3-48e3-89f6-a1f0ed61f0e0,2023-09-05 09:20:00,Category Page
13ec53fd-deb1-45fd-a986-342f5f6d5adf,2023-08-03 17:45:00,Homepage
44e68bdc-6a5e-430a-81d4-ab52351bc524,2023-10-28 11:15:00,Confirmation Page
5e64ed1c-8adf-4690-ad54-e6fadf5ad424,2023-12-12 19:10:00,Checkout Page
9c745663-8df8-4b69-ab1a-6ee717b7fb58,2023-06-02 16:58:00,Category Page
44553bba-0e1b-4e8d-bec0-33134c2967a8,2023-07-31 01:27:00,Homepage
0ad2a246-0f07-4527-b91f-f29ab7d97deb,2023-04-11 04:49:00,Category Page
c73e5283-5aa3-45aa-83d5-5fc8d4014d6b,2023-06-14 01:04:00,Confirmation Page
1f1952f3-db86-4019-8315-18fb2508bc53,2023-06-29 08:53:00,Category Page
f152b594-e4b6-499b-8e4e-d570e66e4d97,2023-08-29 09:18:00,Product Page
d1865127-f850-4434-8c87-306f9250ea82,2023-08-22 10:51:00,Checkout Page
a24aed0f-af87-4adf-865c-885ac7d00aed,2023-12-29 17:26:00,Homepage
752f7bf5-68db-4d24-979b-33af31b0ff15,2023-09-12 22:39:00,Confirmation Page
5f8fc1a1-f9b3-4272-b62e-5f9927a39405,2023-11-30 20:21:00,Checkout Page
44fec5b9-ec3b-4236-8041-3479681dd2b1,2023-12-24 16:52:00,Category Page
d090895b-13fc-43cb-b529-3d1babe41c56,2023-10-16 20:10:00,Confirmation Page
77f71ea7-a53d-4f0d-ada5-ee8645b46be8,2023-05-11 02:43:00,Checkout Page
a08d8a5d-07da-45af-9b01-ef1b10f19041,2023-01-30 23:47:00,Homepage
406ca3e1-9156-4ed6-b53a-df4f10204257,2023-04-29 01:59:00,Confirmation Page
1b22b894-ddf1-4e5e-a493-69718c901f52,2023-08-12 02:34:00,Checkout Page
9855b01c-85cf-4425-959e-19baa914aaac,2023-02-11 23:56:00,Checkout Page
00384c85-37b7-4953-99c5-8c74e72108c9,2023-06-27 02:36:00,Product Page
db939840-0901-4ee7-89f9-ee776a2fa9bc,2023-08-02 17:56:00,Category Page
b830a06e-b2cd-4dd3-806e-170c9e3f992c,2023-08-18 10:18:00,Product Page
4751835a-a141-40d7-80ce-1cfb098ddcae,2023-05-03 01:38:00,Confirmation Page
4f03c910-a374-4bcf-952b-4ce155b842a5,2023-11-04 16:24:00,Product Page
25d8a7ce-ec07-4578-ab36-b499e1dc207d,2023-03-11 07:33:00,Product Page
6004baef-e95e-4d1d-bcd1-2d66b13aebd7,2023-03-30 11:40:00,Checkout Page
980689c7-dda8-4c7a-aa53-d8e9b45cb047,2023-01-06 21:38:00,Homepage
888d417c-b129-4a42-b70f-1a5a393a4fd5,2023-09-24 07:51:00,Product Page
ea92c239-0384-46bf-9234-c3b156ba1f57,2023-04-09 16:21:00,Product Page
e7222b2c-0024-4895-82d8-d352cc433396,2023-02-12 15:32:00,Checkout Page
530f0c1f-c445-4cc3-a46d-974dab4b6681,2023-09-14 19:17:00,Product Page
591d297a-1693-4b25-8c5c-59caa1fe300e,2023-03-22 06:24:00,Homepage
8212efe9-a8a3-4dc7-a391-071db9f2bb3e,2023-05-16 11:06:00,Category Page
e5b1c1bd-88f5-4b4f-af87-8e950c73a9c3,2023-10-17 07:10:00,Confirmation Page
e5b01d1f-cc3c-45ed-a878-87d5059ad035,2023-03-04 01:41:00,Category Page
60a11e00-fa71-4874-ae62-a21dbbe0b393,2023-05-02 01:44:00,Homepage
e9d83bff-ae59-4983-bae0-904df8baaf11,2023-06-05 03:35:00,Product Page
e002f101-fb7f-406d-acc0-2b6db7c01f9b,2023-10-25 01:33:00,Product Page
93ece727-3798-4f05-9891-7ca7694374b8,2023-01-23 15:26:00,Homepage
bcd24af9-6837-49de-8900-0517e85b4689,2023-02-06 15:07:00,Category Page
b388b1c8-b572-4a25-acad-ee5d12823ead,2023-10-13 02:59:00,Product Page
bec5ab83-cd6b-41bb-8cf7-b8997a444901,2023-02-23 06:53:00,Confirmation Page
bfe86ba7-3477-479c-827e-465543ffeccb,2023-11-08 09:55:00,Confirmation Page
f384d726-9a96-454a-98b0-27ccadea7234,2023-09-12 00:20:00,Homepage
6216fbb7-f4f2-4e7b-9c1b-787bc559ef82,2023-03-21 15:40:00,Homepage
7fd4adf0-1162-4866-bc9d-3ac68964db3a,2023-01-17 11:15:00,Confirmation Page
9d5c90de-9817-4b7f-93c7-dc85f1035260,2023-10-25 12:06:00,Confirmation Page
0b0feb40-9ef3-474a-a3bb-757ebecc7989,2023-07-28 22:31:00,Checkout Page
941c7ea3-b137-4584-82ab-92f5ccf1b167,2023-08-19 21:46:00,Confirmation Page
129bcb4b-0e61-4017-8323-d08331a0d7c3,2023-11-28 07:50:00,Category Page
36c99ee8-aa40-4647-827e-7d86ebc27ea0,2023-12-07 23:26:00,Product Page
93a56ec6-7beb-4697-a160-2bef6d5f59f9,2023-07-14 11:53:00,Checkout Page
5f96b435-032a-429a-9d99-df824d0fa451,2023-08-08 05:50:00,Product Page
7f9591dd-abfd-43d4-899b-0d9ed792e166,2023-09-05 19:04:00,Confirmation Page
42a47cae-51ff-43cc-ad47-6082ffb033c8,2023-01-27 22:35:00,Checkout Page
e90c85b1-eb55-4be2-9229-eec38c654194,2023-01-10 17:16:00,Product Page
94df01d7-c1bc-443b-bba0-1c2b9ae0f802,2023-02-15 07:24:00,Category Page
7ccac159-6fcf-4c06-93eb-b7e8f1de81dc,2023-08-20 04:42:00,Confirmation Page
85ce524d-43a9-4a6d-8546-744a2a980513,2023-03-10 15:19:00,Confirmation Page
224a75cb-7ff0-4bfc-b3cd-7453e301f9cd,2023-08-09 18:15:00,Confirmation Page
9597d840-ff3a-44db-a97a-f9a298180994,2023-10-30 05:24:00,Product Page
4424c91a-5595-4ada-a1b8-d9cda7bc4a61,2023-07-29 16:45:00,Product Page
73944325-1e18-45b6-abb4-d179f4944e99,2023-02-13 13:54:00,Category Page
60a0015b-bc65-4678-9673-dd45b86b3866,2023-05-23 10:26:00,Confirmation Page
ba6a9325-3e58-469e-97d5-6c97952ed2c9,2023-02-03 07:49:00,Checkout Page
ba0f00ba-084c-4602-96b6-2e7669ac08f1,2023-05-15 18:19:00,Confirmation Page
f4374ef7-1100-438e-8f32-99f1b385952c,2023-10-31 14:14:00,Checkout Page
16e28e5b-8575-431e-ba5b-cf19f0a4039b,2023-12-23 23:53:00,Checkout Page
e8c2a5c3-ac9e-447e-977f-a9c7d2f3c967,2023-02-12 06:01:00,Checkout Page
05f508c6-5b46-4952-9cae-a5eb9de31aa0,2023-01-14 05:59:00,Homepage
595d2f4a-70e2-4713-bf68-75f97a7a4d9a,2023-08-09 10:58:00,Homepage
21f73ad1-d322-4d6c-9d33-9353db119bbc,2023-01-08 21:03:00,Homepage
9e0a79db-59f2-4fbb-8e7d-44d85a6b413e,2023-03-12 20:21:00,Product Page
664224c0-6c69-4def-9dca-cf75f9acdba1,2023-12-16 21:37:00,Product Page
bc640413-8aab-4e93-b05a-dc9614a4402d,2023-12-20 10:02:00,Confirmation Page
247cd250-ea5f-42fd-94f8-b29a40ade2f9,2023-03-09 08:18:00,Checkout Page
b10d6269-de0a-4c23-a5b8-a287ed9ac57e,2023-09-19 10:58:00,Checkout Page
5cf1f3e6-95c4-4c35-a6e0-5a03caa5cba3,2023-02-15 02:36:00,Category Page
cef2d923-16c8-4042-90e7-06f76f23beee,2023-06-24 11:36:00,Category Page
15fff173-e464-4ee2-ad95-2c92086fc072,2023-03-18 16:02:00,Product Page
ff839f00-55a0-41eb-911d-681b1f5fc8f1,2023-09-22 17:58:00,Checkout Page
f86ba110-9777-4cef-a415-72d3db39d072,2023-10-19 13:01:00,Confirmation Page
9edb9bd9-4e6f-426d-bf0b-90c2cd76472f,2023-01-23 05:46:00,Confirmation Page
504466f0-7ca9-4a9a-a06b-42b21e7532b8,2023-12-08 03:21:00,Confirmation Page
efd520ce-56b4-4dfd-9828-1101a5edd301,2023-09-05 08:13:00,Product Page
f3522243-a94c-4a46-9c18-d9f57aa64bc8,2023-01-09 07:04:00,Confirmation Page
7b25c08b-1c4b-4815-8e59-aaa6ce42adbb,2023-07-18 03:36:00,Confirmation Page
254168fe-88be-42b1-a407-819592d5ff15,2023-06-04 23:06:00,Category Page
d723fe53-33ac-48ec-b033-308f1a21d97e,2023-08-14 22:53:00,Checkout Page
8c5638ad-6be9-4759-b9d7-3416b7256a17,2023-02-06 22:55:00,Homepage
9707c1f9-0a11-4a19-89ee-faff64216461,2023-11-01 08:13:00,Checkout Page
95ffa817-31dd-40cf-83f1-2f5703121d35,2023-04-05 15:12:00,Confirmation Page
2bfd8f67-d2ea-41ad-9593-84093f06ff90,2023-01-26 11:42:00,Homepage
59fc31cc-3eae-4953-87ff-ffc4b1016cfe,2023-03-22 09:38:00,Product Page
7c90c15e-2d2d-4b10-b9c6-79fbd58446b2,2023-01-27 04:53:00,Homepage
c901b52b-f4e2-4325-ab6e-15d995158f3c,2023-08-24 12:55:00,Product Page
20cfee29-8f46-4953-b091-0f4c64750fce,2023-04-20 14:42:00,Checkout Page
c1ea6838-722c-44a5-9be6-979eb8dde649,2023-05-08 12:54:00,Category Page
ffcb853c-055b-484e-949e-9d61ed1fe2ac,2023-06-08 18:25:00,Category Page
01fbfb15-d899-4e82-9a48-45d226b3011e,2023-03-07 15:38:00,Category Page
d4aefd29-a383-4506-882a-00ddd3f8a945,2023-01-23 05:23:00,Category Page
cb5f8961-368b-4098-beb6-e3ebe5495622,2023-07-03 08:50:00,Checkout Page
0bd5b53f-1213-45ad-8e62-ee566a1da97e,2023-06-20 01:51:00,Checkout Page
1fbea45d-c331-4106-8e62-3d45e0c7e204,2023-01-15 08:05:00,Checkout Page
8eb5a50d-2d6c-49d2-9dbc-7e6b76600e6b,2023-08-06 04:09:00,Checkout Page
20b367d3-d94d-4ccc-bbf8-84aae5b55245,2023-02-06 17:51:00,Category Page
f27aaf44-36d5-4b47-8015-a9069392ebf5,2023-09-12 14:46:00,Category Page
82ae9bc2-9d73-4cb7-8248-88c9a3f15b5f,2023-12-26 19:19:00,Category Page
56a3ee05-1c99-4c76-9d26-3deb83210cab,2023-05-23 11:01:00,Confirmation Page
6d26515d-7c51-47c4-8888-b66458b0db1e,2023-03-14 13:59:00,Confirmation Page
0fc142e0-1096-4519-9175-d498b6c5a010,2023-04-05 17:04:00,Homepage
2dbb1bb7-b55f-4e75-bd24-c7f7e0d3b5d3,2023-05-11 13:06:00,Category Page
1a2e7a00-d4ac-48a1-b003-3ad093145efb,2023-11-26 06:45:00,Category Page
e7d5be4d-d52e-445e-95d8-e73fd3b2c54a,2023-09-24 08:48:00,Category Page
6ed5edc2-70e7-42a7-a666-14029848cdb3,2023-06-21 04:48:00,Confirmation Page
c0b06b08-2b0b-47f5-98a1-fadde5d8477b,2023-11-02 05:24:00,Homepage
c2227e5d-a003-44cb-a4a4-d602e870ee2a,2023-11-25 12:27:00,Category Page
3ed6aab2-989a-4d61-885b-355447297f25,2023-12-01 09:49:00,Confirmation Page
814fb6ab-27c3-4a30-8347-6404c29a64c1,2023-07-27 10:42:00,Product Page
7b72a44f-8645-4d94-9691-b4e3397d2274,2023-03-03 16:27:00,Checkout Page
ac17e865-2c2a-4c9b-9237-4590b9ae832d,2023-09-12 00:34:00,Category Page
cc3e920b-b286-483d-a761-caaa7ed7124e,2023-09-02 21:37:00,Category Page
89303295-2ce4-4cf7-9afe-f18f55c8bffb,2023-03-16 01:27:00,Checkout Page
